tweet_id,favorites,retweets,user_followers,user_favourites,date_time
879492040517615616,22063,2912,8784336,146203,2017-06-27 00:10:17+00:00
879415818425184262,99372,40644,8784335,146203,2017-06-26 19:07:24+00:00
879376492567855104,15788,2861,8784335,146203,2017-06-26 16:31:08+00:00
879130579576475649,0,6226,8784335,146203,2017-06-26 00:13:58+00:00
879050749262655488,21172,4295,8784335,146203,2017-06-25 18:56:45+00:00
879008229531029506,17858,2457,8784335,146203,2017-06-25 16:07:47+00:00
878776093423087618,18196,3742,8784335,146203,2017-06-25 00:45:22+00:00
878604707211726852,28331,6504,8784335,146203,2017-06-24 13:24:20+00:00
878404777348136964,0,1179,8784335,146203,2017-06-24 00:09:53+00:00
878316110768087041,0,6100,8784335,146203,2017-06-23 18:17:33+00:00
878281511006478336,7274,1179,8784335,146203,2017-06-23 16:00:04+00:00
878057613040115712,39587,6226,8784335,146203,2017-06-23 01:10:23+00:00
877736472329191424,74607,17357,8784335,146203,2017-06-22 03:54:17+00:00
877611172832227328,0,73,8784335,146203,2017-06-21 19:36:23+00:00
877556246731214848,21347,3493,8785029,146204,2017-06-21 15:58:08+00:00
877316821321428993,25767,4770,8784335,146203,2017-06-21 00:06:44+00:00
877201837425926144,25492,5120,8784335,146203,2017-06-20 16:29:50+00:00
876838120628539392,19475,3056,8784335,146203,2017-06-19 16:24:33+00:00
876537666061221889,22250,4301,8784335,146203,2017-06-18 20:30:39+00:00
876484053909872640,17664,2175,8784335,146203,2017-06-18 16:57:37+00:00
876120275196170240,26337,4287,8784335,146203,2017-06-17 16:52:05+00:00
875747767867523072,23688,3915,8784335,146203,2017-06-16 16:11:53+00:00
875144289856114688,20631,4511,8784335,146203,2017-06-15 00:13:52+00:00
875097192612077568,25857,5582,8784335,146203,2017-06-14 21:06:43+00:00
875021211251597312,24014,4338,8784335,146203,2017-06-14 16:04:48+00:00
874680097055178752,26199,4253,8784335,146203,2017-06-13 17:29:20+00:00
874434818259525634,0,13358,8784335,146203,2017-06-13 01:14:41+00:00
874296783580663808,24556,3775,8784334,146203,2017-06-12 16:06:11+00:00
874057562936811520,21417,3660,8784334,146203,2017-06-12 00:15:36+00:00
874012996292530176,32337,9431,8784334,146203,2017-06-11 21:18:31+00:00
873580283840344065,22846,3622,8784334,146203,2017-06-10 16:39:04+00:00
873337748698140672,0,1472,8784334,146203,2017-06-10 00:35:19+00:00
873213775632977920,6762,1472,8784334,146203,2017-06-09 16:22:42+00:00
872967104147763200,25744,4993,8784334,146203,2017-06-09 00:02:31+00:00
872820683541237760,13926,3432,8784334,146203,2017-06-08 14:20:41+00:00
872620804844003328,19573,3364,8784334,146203,2017-06-08 01:06:27+00:00
872486979161796608,38517,8343,8784334,146203,2017-06-07 16:14:40+00:00
872122724285648897,32442,7473,8784334,146203,2017-06-06 16:07:15+00:00
871879754684805121,35544,10154,8784334,146203,2017-06-06 00:01:46+00:00
871762521631449091,19133,3229,8784334,146203,2017-06-05 16:15:56+00:00
871515927908634625,19103,3217,8784334,146203,2017-06-04 23:56:03+00:00
871166179821445120,0,5288,8784334,146203,2017-06-04 00:46:17+00:00
871102520638267392,19816,5108,8784334,146203,2017-06-03 20:33:19+00:00
871032628920680449,21530,3545,8784334,146203,2017-06-03 15:55:36+00:00
870804317367881728,31862,5733,8784334,146203,2017-06-03 00:48:22+00:00
870726314365509632,115,3,8784334,146203,2017-06-02 19:38:25+00:00
870656317836468226,11714,2453,8784334,146203,2017-06-02 15:00:16+00:00
870374049280663552,78655,24569,8784334,146203,2017-06-01 20:18:38+00:00
870308999962521604,20779,3855,8784334,146203,2017-06-01 16:00:09+00:00
870063196459192321,34650,7718,8784334,146203,2017-05-31 23:43:25+00:00
869772420881756160,40365,9398,8784334,146203,2017-05-31 04:27:59+00:00
869702957897576449,26820,5863,8784334,146203,2017-05-30 23:51:58+00:00
869596645499047938,15154,2906,8784334,146203,2017-05-30 16:49:31+00:00
869227993411051520,19404,3518,8784334,146203,2017-05-29 16:24:37+00:00
868880397819494401,62169,13439,8784334,146203,2017-05-28 17:23:24+00:00
868639477480148993,0,1939,8785028,146204,2017-05-28 01:26:04+00:00
868622495443632128,25382,4940,8784334,146203,2017-05-28 00:18:35+00:00
868552278524837888,9591,1939,8784334,146203,2017-05-27 19:39:34+00:00
867900495410671616,23031,3903,8784334,146203,2017-05-26 00:29:37+00:00
867774946302451713,32352,6868,8784334,146203,2017-05-25 16:10:44+00:00
867421006826221569,15321,2327,8784334,146203,2017-05-24 16:44:18+00:00
867072653475098625,0,112,8784334,146203,2017-05-23 17:40:04+00:00
867051520902168576,30702,7370,8784334,146203,2017-05-23 16:16:06+00:00
866720684873056260,19101,4487,8784334,146203,2017-05-22 18:21:28+00:00
866686824827068416,18394,3272,8784334,146203,2017-05-22 16:06:55+00:00
866450705531457537,116548,32993,8784334,146203,2017-05-22 00:28:40+00:00
866334964761202691,50003,13358,8784334,146203,2017-05-21 16:48:45+00:00
866094527597207552,0,7854,8784334,146203,2017-05-21 00:53:21+00:00
865718153858494464,24490,5272,8784334,146203,2017-05-19 23:57:46+00:00
865359393868664832,25286,4700,8784334,146203,2017-05-19 00:12:11+00:00
865006731092295680,26756,7226,8784334,146203,2017-05-18 00:50:50+00:00
864873206498414592,30856,8162,8784334,146203,2017-05-17 16:00:15+00:00
864279568663928832,13935,2841,8784334,146203,2017-05-16 00:41:21+00:00
864197398364647424,28685,8332,8784334,146203,2017-05-15 19:14:50+00:00
863907417377173506,19708,3897,8784334,146203,2017-05-15 00:02:33+00:00
863553081350529029,14607,3939,8784334,146203,2017-05-14 00:34:33+00:00
863471782782697472,0,2289,8784334,146203,2017-05-13 19:11:30+00:00
863432100342583297,22773,4947,8784334,146203,2017-05-13 16:33:49+00:00
863427515083354112,2112,90,8784334,146203,2017-05-13 16:15:35+00:00
863079547188785154,8416,1047,8784334,146203,2017-05-12 17:12:53+00:00
863062471531167744,8108,2289,8784334,146203,2017-05-12 16:05:02+00:00
862831371563274240,18401,4859,8784334,146203,2017-05-12 00:46:44+00:00
862722525377298433,16390,3340,8784334,146203,2017-05-11 17:34:13+00:00
862457590147678208,19610,4657,8784334,146203,2017-05-11 00:01:27+00:00
862096992088072192,71225,21868,8784334,146203,2017-05-10 00:08:34+00:00
861383897657036800,34622,10127,8784334,146203,2017-05-08 00:54:59+00:00
861288531465048066,16490,3915,8784334,146203,2017-05-07 18:36:02+00:00
861005113778896900,16039,3611,8784334,146203,2017-05-06 23:49:50+00:00
860981674716409858,0,2034,8784334,146203,2017-05-06 22:16:42+00:00
860924035999428608,0,760,8784334,146203,2017-05-06 18:27:40+00:00
860563773140209665,7199,2034,8784334,146203,2017-05-05 18:36:06+00:00
860524505164394496,22717,5041,8784334,146203,2017-05-05 16:00:04+00:00
860276583193509888,17673,3323,8784334,146203,2017-05-04 23:34:55+00:00
860184849394610176,16059,5550,8784334,146203,2017-05-04 17:30:24+00:00
860177593139703809,0,29361,8784334,146203,2017-05-04 17:01:34+00:00
859924526012018688,18851,3902,8784334,146203,2017-05-04 00:15:58+00:00
859851578198683649,14851,3335,8784334,146203,2017-05-03 19:26:06+00:00
859607811541651456,17941,1487,8784334,146203,2017-05-03 03:17:27+00:00
859196978902773760,86613,28668,8784334,146203,2017-05-02 00:04:57+00:00
859074603037188101,32605,12972,8784334,146203,2017-05-01 15:58:40+00:00
858860390427611136,0,7726,8784334,146203,2017-05-01 01:47:28+00:00
858843525470990336,15033,3321,8784334,146203,2017-05-01 00:40:27+00:00
858471635011153920,20762,4633,8784334,146203,2017-04-30 00:02:42+00:00
858107933456039936,15213,2772,8784334,146203,2017-04-28 23:57:28+00:00
857989990357356544,15554,2480,8784334,146203,2017-04-28 16:08:49+00:00
857746408056729600,33124,10157,8784334,146203,2017-04-28 00:00:54+00:00
857393404942143489,5696,1572,8784334,146203,2017-04-27 00:38:11+00:00
857263160327368704,19409,4323,8784334,146203,2017-04-26 16:00:39+00:00
857214891891077121,218,17,8784334,146203,2017-04-26 12:48:51+00:00
857062103051644929,0,163,8784334,146203,2017-04-26 02:41:43+00:00
857029823797047296,18263,3817,8784334,146203,2017-04-26 00:33:27+00:00
856543823941562368,15830,2771,8784334,146203,2017-04-24 16:22:16+00:00
856526610513747968,11514,1801,8784334,146203,2017-04-24 15:13:52+00:00
856330835276025856,0,646,8784334,146203,2017-04-24 02:15:55+00:00
856288084350160898,500,15,8784334,146203,2017-04-23 23:26:03+00:00
856282028240666624,26933,6042,8784334,146203,2017-04-23 23:01:59+00:00
855862651834028034,328,25,8784334,146203,2017-04-22 19:15:32+00:00
855860136149123072,4784,940,8784335,146203,2017-04-22 19:05:32+00:00
855857698524602368,11532,2033,8784335,146203,2017-04-22 18:55:51+00:00
855851453814013952,44464,17366,8784335,146203,2017-04-22 18:31:02+00:00
855818117272018944,25932,5229,8784335,146203,2017-04-22 16:18:34+00:00
855459453768019968,29040,7927,8784335,146203,2017-04-21 16:33:22+00:00
855245323840757760,0,5755,8784335,146203,2017-04-21 02:22:29+00:00
855138241867124737,0,43,8784335,146203,2017-04-20 19:16:59+00:00
854732716440526848,22185,5861,8784335,146203,2017-04-19 16:25:34+00:00
854482394044301312,28600,6651,8784335,146203,2017-04-18 23:50:52+00:00
854365224396361728,18437,4540,8784335,146203,2017-04-18 16:05:17+00:00
854120357044912130,31251,7235,8784335,146203,2017-04-17 23:52:16+00:00
854010172552949760,15859,3055,8784335,146203,2017-04-17 16:34:26+00:00
853760880890318849,27937,5573,8784335,146203,2017-04-17 00:03:50+00:00
853639147608842240,33924,9753,8784335,146203,2017-04-16 16:00:07+00:00
853299958564483072,15159,3458,8784335,146203,2017-04-15 17:32:18+00:00
852936405516943360,0,1940,8784335,146203,2017-04-14 17:27:40+00:00
852912242202992640,8853,1765,8784335,146203,2017-04-14 15:51:39+00:00
852672615818899456,14609,2102,8784335,146203,2017-04-13 23:59:28+00:00
852553447878664193,15991,3383,8784335,146203,2017-04-13 16:05:56+00:00
852311364735569921,32537,9695,8784335,146203,2017-04-13 00:03:59+00:00
852226086759018497,19629,6682,8784335,146203,2017-04-12 18:25:07+00:00
852189679701164033,11257,1552,8784335,146203,2017-04-12 16:00:27+00:00
851861385021730816,0,19,8784335,146203,2017-04-11 18:15:55+00:00
851591660324737024,15997,3400,8784335,146203,2017-04-11 00:24:08+00:00
851464819735769094,23856,6901,8784335,146203,2017-04-10 16:00:07+00:00
851224888060895234,20347,5609,8784335,146203,2017-04-10 00:06:42+00:00
850753642995093505,30335,8941,8784335,146203,2017-04-08 16:54:09+00:00
850380195714523136,12904,2555,8784335,146203,2017-04-07 16:10:12+00:00
850333567704068097,3406,322,8784335,146203,2017-04-07 13:04:55+00:00
850145622816686080,16088,3716,8784335,146203,2017-04-07 00:38:06+00:00
850019790995546112,20127,4780,8784335,146203,2017-04-06 16:18:05+00:00
849776966551130114,30027,7448,8784335,146203,2017-04-06 00:13:11+00:00
849668094696017920,0,4865,8784335,146203,2017-04-05 17:00:34+00:00
849412302885593088,15662,3102,8784335,146203,2017-04-05 00:04:08+00:00
849336543269576704,11276,1867,8784335,146203,2017-04-04 19:03:06+00:00
849051919805034497,41818,8337,8784335,146203,2017-04-04 00:12:06+00:00
848690551926992896,24896,4246,8784335,146203,2017-04-03 00:16:10+00:00
848324959059550208,24427,4545,8784335,146203,2017-04-02 00:03:26+00:00
848213670039564288,8084,720,8784335,146203,2017-04-01 16:41:12+00:00
848212111729840128,16139,2993,8784335,146203,2017-04-01 16:35:01+00:00
847978865427394560,0,3210,8784335,146203,2017-04-01 01:08:10+00:00
847971574464610304,0,425,8784335,146203,2017-04-01 00:39:12+00:00
847962785489326080,23259,5002,8784335,146203,2017-04-01 00:04:17+00:00
847842811428974592,5385,1314,8784335,146203,2017-03-31 16:07:33+00:00
847617282490613760,6920,409,8784335,146203,2017-03-31 01:11:22+00:00
847606175596138505,18574,3380,8784335,146203,2017-03-31 00:27:14+00:00
847251039262605312,20300,4258,8784335,146203,2017-03-30 00:56:03+00:00
847157206088847362,19700,5766,8784335,146203,2017-03-29 18:43:12+00:00
847116187444137987,21271,3138,8784335,146203,2017-03-29 16:00:12+00:00
846874817362120707,19923,3882,8784335,146203,2017-03-29 00:01:05+00:00
846514051647705089,44260,11415,8784335,146203,2017-03-28 00:07:32+00:00
846505985330044928,13990,3033,8784335,146203,2017-03-27 23:35:28+00:00
846153765933735936,31380,8934,8784335,146203,2017-03-27 00:15:53+00:00
846139713627017216,30795,9894,8784335,146203,2017-03-26 23:20:02+00:00
846042936437604353,15862,2834,8784335,146203,2017-03-26 16:55:29+00:00
845812042753855489,29014,8604,8784335,146203,2017-03-26 01:38:00+00:00
845677943972139009,25017,4741,8784335,146203,2017-03-25 16:45:08+00:00
845397057150107648,7588,1786,8784335,146203,2017-03-24 22:08:59+00:00
845306882940190720,23184,5336,8784335,146203,2017-03-24 16:10:40+00:00
845098359547420673,0,7573,8784335,146203,2017-03-24 02:22:04+00:00
844979544864018432,13555,2530,8784335,146203,2017-03-23 18:29:57+00:00
844973813909606400,14991,3158,8784335,146203,2017-03-23 18:07:10+00:00
844580511645339650,16379,3099,8784335,146203,2017-03-22 16:04:20+00:00
844223788422217728,13575,2179,8784335,146203,2017-03-21 16:26:50+00:00
843981021012017153,15107,2920,8784335,146203,2017-03-21 00:22:10+00:00
843856843873095681,21360,4580,8784335,146203,2017-03-20 16:08:44+00:00
843604394117681152,16800,2724,8784335,146203,2017-03-19 23:25:35+00:00
843235543001513987,21422,5983,8784335,146203,2017-03-18 22:59:54+00:00
842846295480000512,15233,3614,8784335,146203,2017-03-17 21:13:10+00:00
842765311967449089,6707,1271,8784335,146203,2017-03-17 15:51:22+00:00
842535590457499648,18044,3481,8784335,146203,2017-03-17 00:38:32+00:00
842163532590374912,24366,5755,8784335,146203,2017-03-16 00:00:07+00:00
842115215311396866,13939,3014,8784335,146203,2017-03-15 20:48:07+00:00
841833993020538882,0,14993,8784335,146203,2017-03-15 02:10:39+00:00
841680585030541313,25659,7770,8784335,146203,2017-03-14 16:01:03+00:00
841439858740625411,12630,3670,8784335,146203,2017-03-14 00:04:30+00:00
841320156043304961,19765,5480,8784335,146203,2017-03-13 16:08:50+00:00
841314665196081154,15811,4627,8784335,146203,2017-03-13 15:47:01+00:00
841077006473256960,22831,5288,8784335,146203,2017-03-13 00:02:39+00:00
840761248237133825,0,1762,8784335,146203,2017-03-12 03:07:56+00:00
840728873075638272,0,16073,8784335,146203,2017-03-12 00:59:17+00:00
840698636975636481,174,2,8784335,146203,2017-03-11 22:59:09+00:00
840696689258311684,12276,969,8784335,146203,2017-03-11 22:51:24+00:00
840632337062862849,8998,1762,8784335,146203,2017-03-11 18:35:42+00:00
840370681858686976,16440,4524,8784335,146203,2017-03-11 01:15:58+00:00
840268004936019968,19242,5708,8784335,146203,2017-03-10 18:27:58+00:00
839990271299457024,13406,2271,8784335,146203,2017-03-10 00:04:21+00:00
839549326359670784,27465,7726,8784335,146203,2017-03-08 18:52:12+00:00
839290600511926273,0,143,8784335,146203,2017-03-08 01:44:07+00:00
839239871831150596,27109,6522,8784335,146203,2017-03-07 22:22:32+00:00
838952994649550848,19654,3991,8784335,146203,2017-03-07 03:22:35+00:00
838921590096166913,11160,2060,8784335,146203,2017-03-07 01:17:48+00:00
838916489579200512,0,35,8784335,146203,2017-03-07 00:57:32+00:00
838831947270979586,0,10987,8784335,146203,2017-03-06 19:21:35+00:00
838561493054533637,10952,1336,8784335,146203,2017-03-06 01:26:54+00:00
838476387338051585,22526,4769,8784335,146203,2017-03-05 19:48:43+00:00
838201503651401729,0,10055,8784335,146203,2017-03-05 01:36:26+00:00
838150277551247360,1677,332,8784335,146203,2017-03-04 22:12:52+00:00
838085839343206401,140,1,8784335,146203,2017-03-04 17:56:49+00:00
838083903487373313,17650,3137,8784335,146203,2017-03-04 17:49:08+00:00
837820167694528512,34183,7854,8784335,146203,2017-03-04 00:21:08+00:00
837482249356513284,3853,443,8784335,146203,2017-03-03 01:58:22+00:00
837471256429613056,12835,2276,8784335,146203,2017-03-03 01:14:41+00:00
837110210464448512,16104,2367,8784335,146203,2017-03-02 01:20:01+00:00
836989968035819520,12797,2294,8784335,146203,2017-03-01 17:22:13+00:00
836753516572119041,19369,4649,8784335,146203,2017-03-01 01:42:39+00:00
836677758902222849,12646,2229,8784335,146203,2017-02-28 20:41:37+00:00
836648853927522308,0,555,8784335,146203,2017-02-28 18:46:45+00:00
836397794269200385,0,27536,8784335,146203,2017-02-28 02:09:08+00:00
836380477523124226,14803,2995,8784335,146203,2017-02-28 01:00:19+00:00
836260088725786625,21371,4312,8784335,146203,2017-02-27 17:01:56+00:00
836001077879255040,19143,4271,8784335,146203,2017-02-26 23:52:43+00:00
835685285446955009,0,8147,8784335,146203,2017-02-26 02:57:52+00:00
835574547218894849,17851,3630,8784335,146203,2017-02-25 19:37:50+00:00
835536468978302976,0,1704,8784335,146203,2017-02-25 17:06:32+00:00
835309094223372289,0,20996,8784335,146203,2017-02-25 02:03:02+00:00
835297930240217089,16532,3024,8784335,146203,2017-02-25 01:18:40+00:00
835264098648616962,7770,1704,8784335,146203,2017-02-24 23:04:14+00:00
835246439529840640,2110,73,8784335,146203,2017-02-24 21:54:03+00:00
835172783151792128,26270,5784,8784335,146203,2017-02-24 17:01:22+00:00
835152434251116546,22505,3028,8784336,146203,2017-02-24 15:40:31+00:00
834931633769889797,10848,1650,8784336,146203,2017-02-24 01:03:08+00:00
834786237630337024,21432,5516,8784336,146203,2017-02-23 15:25:23+00:00
834574053763584002,13722,2548,8784336,146203,2017-02-23 01:22:14+00:00
834477809192075265,0,10690,8784336,146203,2017-02-22 18:59:48+00:00
834458053273591808,9664,1691,8784336,146203,2017-02-22 17:41:18+00:00
834209720923721728,20691,4773,8784336,146203,2017-02-22 01:14:30+00:00
834167344700198914,15897,3675,8784336,146203,2017-02-21 22:26:07+00:00
834089966724603904,10105,2148,8784336,146203,2017-02-21 17:18:39+00:00
834086379323871233,13138,2219,8784336,146203,2017-02-21 17:04:24+00:00
833863086058651648,13490,2419,8784336,146203,2017-02-21 02:17:06+00:00
833826103416520705,18136,3791,8784336,146203,2017-02-20 23:50:09+00:00
833732339549220864,0,222,8784336,146203,2017-02-20 17:37:34+00:00
833722901757046785,20903,3239,8784336,146203,2017-02-20 17:00:04+00:00
833479644947025920,14920,2062,8784336,146203,2017-02-20 00:53:27+00:00
833124694597443584,20315,4865,8784336,146203,2017-02-19 01:23:00+00:00
832998151111966721,13336,2215,8784336,146203,2017-02-18 17:00:10+00:00
832769181346996225,0,39,8784336,146203,2017-02-18 01:50:19+00:00
832757312314028032,16956,3648,8784336,146203,2017-02-18 01:03:09+00:00
832682457690300417,11945,2936,8784336,146203,2017-02-17 20:05:43+00:00
832645525019123713,2950,534,8784336,146203,2017-02-17 17:38:57+00:00
832636094638288896,15942,2804,8784336,146203,2017-02-17 17:01:29+00:00
832397543355072512,12027,2232,8784336,146203,2017-02-17 01:13:34+00:00
832369877331693569,17274,3210,8784336,146203,2017-02-16 23:23:38+00:00
832273440279240704,11417,2352,8784336,146203,2017-02-16 17:00:25+00:00
832215909146226688,0,6240,8784336,146203,2017-02-16 13:11:49+00:00
832215726631055365,0,9396,8784336,146203,2017-02-16 13:11:05+00:00
832088576586297345,62,2,8784336,146203,2017-02-16 04:45:50+00:00
832040443403784192,0,9689,8784336,146203,2017-02-16 01:34:34+00:00
832032802820481025,17989,4684,8784336,146203,2017-02-16 01:04:13+00:00
831939777352105988,24162,6177,8784336,146203,2017-02-15 18:54:34+00:00
831926988323639298,338,34,8784336,146203,2017-02-15 18:03:45+00:00
831911600680497154,27802,6553,8784336,146203,2017-02-15 17:02:36+00:00
831670449226514432,10513,1836,8784337,146203,2017-02-15 01:04:21+00:00
831650051525054464,7195,1940,8784337,146203,2017-02-14 23:43:18+00:00
831552930092285952,9043,2328,8784337,146203,2017-02-14 17:17:22+00:00
831322785565769729,9334,1564,8784337,146203,2017-02-14 02:02:51+00:00
831315979191906304,6590,1135,8784337,146203,2017-02-14 01:35:49+00:00
831309418084069378,11837,2482,8784337,146203,2017-02-14 01:09:44+00:00
831262627380748289,11997,2065,8784337,146203,2017-02-13 22:03:49+00:00
830956169170665475,8036,1510,8784337,146203,2017-02-13 01:46:03+00:00
830583320585068544,67365,16910,8784337,146203,2017-02-12 01:04:29+00:00
830173239259324417,0,5726,8784337,146203,2017-02-10 21:54:58+00:00
830097400375152640,9882,2973,8784337,146203,2017-02-10 16:53:37+00:00
829878982036299777,0,5060,8784337,146203,2017-02-10 02:25:42+00:00
829861396166877184,12329,1966,8784337,146203,2017-02-10 01:15:49+00:00
829501995190984704,32001,10690,8785031,146204,2017-02-09 01:27:41+00:00
829449946868879360,10543,2042,8785031,146204,2017-02-08 22:00:52+00:00
829141528400556032,24601,7415,8784337,146203,2017-02-08 01:35:19+00:00
829011960981237760,53535,16437,8784337,146203,2017-02-07 17:00:28+00:00
828801551087042563,0,3445,8784337,146203,2017-02-07 03:04:22+00:00
828770345708580865,25799,5924,8784337,146203,2017-02-07 01:00:22+00:00
828708714936930305,36812,11281,8784337,146203,2017-02-06 20:55:28+00:00
828650029636317184,9596,1363,8784337,146203,2017-02-06 17:02:17+00:00
828409743546925057,6407,1174,8784337,146203,2017-02-06 01:07:28+00:00
828408677031882754,7741,1304,8784337,146203,2017-02-06 01:03:14+00:00
828381636999917570,12699,2232,8784337,146203,2017-02-05 23:15:47+00:00
828376505180889089,7449,1082,8784337,146203,2017-02-05 22:55:23+00:00
828372645993398273,12663,2971,8784337,146203,2017-02-05 22:40:03+00:00
828361771580813312,2216,173,8784337,146203,2017-02-05 21:56:51+00:00
828046555563323392,11858,2899,8784337,146203,2017-02-05 01:04:17+00:00
828011680017821696,10444,2168,8784337,146203,2017-02-04 22:45:42+00:00
827933404142436356,20299,5301,8784337,146203,2017-02-04 17:34:40+00:00
827653905312006145,15629,3044,8784337,146203,2017-02-03 23:04:02+00:00
827600520311402496,7512,953,8784337,146203,2017-02-03 19:31:54+00:00
827324948884643840,16007,3084,8784337,146203,2017-02-03 01:16:53+00:00
827199976799354881,10682,2244,8784337,146203,2017-02-02 17:00:17+00:00
826958653328592898,21793,5060,8784337,146203,2017-02-02 01:01:21+00:00
826848821049180160,36723,10286,8784337,146203,2017-02-01 17:44:55+00:00
826615380357632002,0,4031,8784337,146203,2017-02-01 02:17:19+00:00
826598799820865537,5167,256,8784337,146203,2017-02-01 01:11:25+00:00
826598365270007810,10145,2368,8784337,146203,2017-02-01 01:09:42+00:00
826476773533745153,18606,4238,8784337,146203,2017-01-31 17:06:32+00:00
826240494070030336,13436,2638,8784337,146203,2017-01-31 01:27:39+00:00
826204788643753985,4932,936,8784337,146203,2017-01-30 23:05:46+00:00
826115272272650244,15821,3172,8784337,146203,2017-01-30 17:10:04+00:00
825876512159186944,10591,1898,8784337,146203,2017-01-30 01:21:19+00:00
825829644528148480,12870,2519,8784337,146203,2017-01-29 22:15:05+00:00
